#Bulk Export - Points every 1 day(s),,,,
,,0570061RF,0570051RF,0570021RF
,,LDG. NADA AT PAHANG (3931013),SG. LEMBING PAHANG CONSOLIDATED COMPANY LIMITED MILL AT PAHANG (3930012),LDG. KUALA REMAN AT PAHANG (3931014)
,,Rainfall.Primary,Rainfall.Primary,Rainfall.Primary
Start of Interval (UTC+08:00),End of Interval (UTC+08:00),Total (mm),Total (mm),Total (mm)
2012-11-22 00:00:00,2012-11-23 00:00:00,0.5,25.8,0.5
2012-11-23 00:00:00,2012-11-24 00:00:00,12.0,26.9,6.7
2012-11-24 00:00:00,2012-11-25 00:00:00,1.0,3.8,1.4
2012-11-25 00:00:00,2012-11-26 00:00:00,2.2,16.5,0.5
2012-11-26 00:00:00,2012-11-27 00:00:00,0.3,0.0,0.5
2012-11-27 00:00:00,2012-11-28 00:00:00,0.6,1.0,8.0
2012-11-28 00:00:00,2012-11-29 00:00:00,1.4,0.0,0.0
2012-11-29 00:00:00,2012-11-30 00:00:00,2.8,3.8,0.4
2012-11-30 00:00:00,2012-12-01 00:00:00,1.6,16.5,1.1
2012-12-01 00:00:00,2012-12-02 00:00:00,0.1,0.2,0.0
2012-12-02 00:00:00,2012-12-03 00:00:00,1.7,1.3,4.3
2012-12-03 00:00:00,2012-12-04 00:00:00,5.3,3.7,5.7
2012-12-04 00:00:00,2012-12-05 00:00:00,33.5,23.0,31.5
2012-12-05 00:00:00,2012-12-06 00:00:00,2.5,2.0,2.0
2012-12-06 00:00:00,2012-12-07 00:00:00,12.5,23.0,8.0
2012-12-07 00:00:00,2012-12-08 00:00:00,0.0,0.0,0.0
2012-12-08 00:00:00,2012-12-09 00:00:00,4.0,0.5,1.0
2012-12-09 00:00:00,2012-12-10 00:00:00,1.0,1.5,1.0
2012-12-10 00:00:00,2012-12-11 00:00:00,26.5,7.0,22.5
2012-12-11 00:00:00,2012-12-12 00:00:00,0.0,0.0,5.0
2012-12-12 00:00:00,2012-12-13 00:00:00,16.5,29.0,1.5
2012-12-13 00:00:00,2012-12-14 00:00:00,3.5,4.5,3.0
2012-12-14 00:00:00,2012-12-15 00:00:00,0.9,0.4,2.4
2012-12-15 00:00:00,2012-12-16 00:00:00,18.3,18.4,23.3
2012-12-16 00:00:00,2012-12-17 00:00:00,15.3,34.6,9.8
2012-12-17 00:00:00,2012-12-18 00:00:00,28.7,22.1,31.6
2012-12-18 00:00:00,2012-12-19 00:00:00,9.3,11.3,17.8
2012-12-19 00:00:00,2012-12-20 00:00:00,37.5,33.5,37.6
2012-12-20 00:00:00,2012-12-21 00:00:00,11.5,11.0,3.0
2012-12-21 00:00:00,2012-12-22 00:00:00,38.0,16.0,8.5
2012-12-22 00:00:00,2012-12-23 00:00:00,9.0,3.9,8.0
2012-12-23 00:00:00,2012-12-24 00:00:00,9.4,1.5,22.6
2012-12-24 00:00:00,2012-12-25 00:00:00,172.6,150.2,233.0
2012-12-25 00:00:00,2012-12-26 00:00:00,98.4,62.9,80.6
2012-12-26 00:00:00,2012-12-27 00:00:00,23.4,19.0,7.8
2012-12-27 00:00:00,2012-12-28 00:00:00,13.9,7.9,43.1
2012-12-28 00:00:00,2012-12-29 00:00:00,5.7,12.6,0.5
2012-12-29 00:00:00,2012-12-30 00:00:00,0.2,0.0,0.0
2012-12-30 00:00:00,2012-12-31 00:00:00,0.9,0.4,0.8
2012-12-31 00:00:00,2013-01-01 00:00:00,110.2,77.3,118.4
2013-01-01 00:00:00,2013-01-02 00:00:00,1.6,1.3,1.2
2013-01-02 00:00:00,2013-01-03 00:00:00,6.6,10.3,6.6
2013-01-03 00:00:00,2013-01-04 00:00:00,0.0,0.7,0.5
2013-01-04 00:00:00,2013-01-05 00:00:00,0.0,0.0,0.0
2013-01-05 00:00:00,2013-01-06 00:00:00,0.0,0.0,0.0
2013-01-06 00:00:00,2013-01-07 00:00:00,0.0,0.0,0.0
2013-01-07 00:00:00,2013-01-08 00:00:00,0.0,0.0,0.0
2013-01-08 00:00:00,2013-01-09 00:00:00,0.0,0.0,0.0
2013-01-09 00:00:00,2013-01-10 00:00:00,0.4,0.8,0.0
2013-01-10 00:00:00,2013-01-11 00:00:00,0.1,0.7,0.0
2013-01-11 00:00:00,2013-01-12 00:00:00,0.5,1.8,1.0
2013-01-12 00:00:00,2013-01-13 00:00:00,0.0,0.2,0.0
2013-01-13 00:00:00,2013-01-14 00:00:00,8.5,1.4,4.0
2013-01-14 00:00:00,2013-01-15 00:00:00,1.5,0.6,0.0
2013-01-15 00:00:00,2013-01-16 00:00:00,1.0,0.3,2.0
2013-01-16 00:00:00,2013-01-17 00:00:00,0.0,0.2,0.0
2013-01-17 00:00:00,2013-01-18 00:00:00,0.0,0.0,0.0
2013-01-18 00:00:00,2013-01-19 00:00:00,47.2,44.2,43.3
2013-01-19 00:00:00,2013-01-20 00:00:00,9.3,6.8,12.2
2013-01-20 00:00:00,2013-01-21 00:00:00,20.2,22.2,24.7
2013-01-21 00:00:00,2013-01-22 00:00:00,77.9,55.1,33.4
2013-01-22 00:00:00,2013-01-23 00:00:00,16.4,5.2,7.4
2013-01-23 00:00:00,2013-01-24 00:00:00,2.0,7.2,22.8
2013-01-24 00:00:00,2013-01-25 00:00:00,4.5,21.3,3.2
2013-01-25 00:00:00,2013-01-26 00:00:00,0.0,0.0,0.0
2013-01-26 00:00:00,2013-01-27 00:00:00,0.0,0.0,0.0
2013-01-27 00:00:00,2013-01-28 00:00:00,0.0,0.0,0.0
2013-01-28 00:00:00,2013-01-29 00:00:00,0.0,0.0,0.0
2013-01-29 00:00:00,2013-01-30 00:00:00,0.0,0.0,0.0
2013-01-30 00:00:00,2013-01-31 00:00:00,0.0,0.0,0.0
2013-01-31 00:00:00,2013-02-01 00:00:00,0.0,5.5,0.0
2013-02-01 00:00:00,2013-02-02 00:00:00,0.0,0.5,0.0
2013-02-02 00:00:00,2013-02-03 00:00:00,0.4,0.5,0.4
2013-02-03 00:00:00,2013-02-04 00:00:00,35.4,52.8,44.5
2013-02-04 00:00:00,2013-02-05 00:00:00,40.7,50.3,41.0
2013-02-05 00:00:00,2013-02-06 00:00:00,0.5,9.0,1.0
2013-02-06 00:00:00,2013-02-07 00:00:00,25.5,38.7,12.5
2013-02-07 00:00:00,2013-02-08 00:00:00,0.4,1.0,0.4
2013-02-08 00:00:00,2013-02-09 00:00:00,0.6,20.7,2.6
2013-02-09 00:00:00,2013-02-10 00:00:00,0.0,0.0,0.0
2013-02-10 00:00:00,2013-02-11 00:00:00,31.0,21.5,63.9
2013-02-11 00:00:00,2013-02-12 00:00:00,34.0,30.0,30.1
2013-02-12 00:00:00,2013-02-13 00:00:00,39.7,22.9,27.0
2013-02-13 00:00:00,2013-02-14 00:00:00,25.1,13.4,38.4
2013-02-14 00:00:00,2013-02-15 00:00:00,30.7,17.9,18.9
2013-02-15 00:00:00,2013-02-16 00:00:00,47.0,51.5,24.7
2013-02-16 00:00:00,2013-02-17 00:00:00,8.0,14.0,9.9
2013-02-17 00:00:00,2013-02-18 00:00:00,4.5,3.2,0.6
2013-02-18 00:00:00,2013-02-19 00:00:00,12.5,0.0,10.5
2013-02-19 00:00:00,2013-02-20 00:00:00,0.0,0.4,0.0
2013-02-20 00:00:00,2013-02-21 00:00:00,2.5,0.1,0.0
2013-02-21 00:00:00,2013-02-22 00:00:00,0.0,0.0,0.0
2013-02-22 00:00:00,2013-02-23 00:00:00,0.0,0.0,0.0
2013-02-23 00:00:00,2013-02-24 00:00:00,0.0,1.4,0.0
2013-02-24 00:00:00,2013-02-25 00:00:00,15.5,5.1,9.0
2013-02-25 00:00:00,2013-02-26 00:00:00,2.2,1.7,2.2
2013-02-26 00:00:00,2013-02-27 00:00:00,58.8,23.3,84.8
2013-02-27 00:00:00,2013-02-28 00:00:00,6.4,7.0,8.4
2013-02-28 00:00:00,2013-03-01 00:00:00,21.6,36.5,33.1
2013-03-01 00:00:00,2013-03-02 00:00:00,0.0,9.0,0.0
2013-03-02 00:00:00,2013-03-03 00:00:00,2.5,4.5,0.0
2013-03-03 00:00:00,2013-03-04 00:00:00,0.0,0.0,0.0
2013-03-04 00:00:00,2013-03-05 00:00:00,0.0,0.0,0.0
2013-03-05 00:00:00,2013-03-06 00:00:00,0.4,0.0,0.0
2013-03-06 00:00:00,2013-03-07 00:00:00,1.5,0.4,0.4
2013-03-07 00:00:00,2013-03-08 00:00:00,7.6,14.6,3.6
2013-03-08 00:00:00,2013-03-09 00:00:00,5.0,14.0,0.5
2013-03-09 00:00:00,2013-03-10 00:00:00,0.0,0.5,0.0
2013-03-10 00:00:00,2013-03-11 00:00:00,0.0,0.0,0.0
2013-03-11 00:00:00,2013-03-12 00:00:00,0.0,0.0,0.0
2013-03-12 00:00:00,2013-03-13 00:00:00,0.0,0.0,0.0
2013-03-13 00:00:00,2013-03-14 00:00:00,0.0,0.0,0.0
2013-03-14 00:00:00,2013-03-15 00:00:00,0.0,0.0,0.0
2013-03-15 00:00:00,2013-03-16 00:00:00,0.0,0.0,0.0
2013-03-16 00:00:00,2013-03-17 00:00:00,2.0,12.0,3.0
2013-03-17 00:00:00,2013-03-18 00:00:00,0.0,0.0,0.0
2013-03-18 00:00:00,2013-03-19 00:00:00,0.0,0.0,0.0
2013-03-19 00:00:00,2013-03-20 00:00:00,0.0,0.0,0.0
2013-03-20 00:00:00,2013-03-21 00:00:00,0.0,0.0,0.0
2013-03-21 00:00:00,2013-03-22 00:00:00,0.0,5.5,0.0
2013-03-22 00:00:00,2013-03-23 00:00:00,0.0,0.0,0.0
2013-03-23 00:00:00,2013-03-24 00:00:00,0.0,0.0,0.0
2013-03-24 00:00:00,2013-03-25 00:00:00,0.0,0.0,0.0
2013-03-25 00:00:00,2013-03-26 00:00:00,0.0,9.0,1.5
2013-03-26 00:00:00,2013-03-27 00:00:00,0.0,0.0,0.0
2013-03-27 00:00:00,2013-03-28 00:00:00,0.0,0.0,0.0
2013-03-28 00:00:00,2013-03-29 00:00:00,0.0,0.0,0.0
2013-03-29 00:00:00,2013-03-30 00:00:00,0.0,0.0,0.0
2013-03-30 00:00:00,2013-03-31 00:00:00,0.0,0.0,0.0
2013-03-31 00:00:00,2013-04-01 00:00:00,0.0,0.0,0.0
2013-04-01 00:00:00,2013-04-02 00:00:00,0.0,0.0,0.0
2013-04-02 00:00:00,2013-04-03 00:00:00,0.0,0.0,0.0
2013-04-03 00:00:00,2013-04-04 00:00:00,0.0,0.8,0.0
2013-04-04 00:00:00,2013-04-05 00:00:00,21.1,12.7,18.6
2013-04-05 00:00:00,2013-04-06 00:00:00,1.8,11.5,2.3
2013-04-06 00:00:00,2013-04-07 00:00:00,28.1,15.5,13.7
2013-04-07 00:00:00,2013-04-08 00:00:00,0.0,0.0,0.0
2013-04-08 00:00:00,2013-04-09 00:00:00,0.0,0.0,0.0
2013-04-09 00:00:00,2013-04-10 00:00:00,1.5,0.0,9.0
2013-04-10 00:00:00,2013-04-11 00:00:00,7.0,1.5,14.0
2013-04-11 00:00:00,2013-04-12 00:00:00,1.0,0.5,0.5
2013-04-12 00:00:00,2013-04-13 00:00:00,0.0,9.0,0.0
2013-04-13 00:00:00,2013-04-14 00:00:00,3.0,0.0,6.0
2013-04-14 00:00:00,2013-04-15 00:00:00,0.5,0.0,0.5
2013-04-15 00:00:00,2013-04-16 00:00:00,0.5,0.5,0.0
2013-04-16 00:00:00,2013-04-17 00:00:00,0.0,4.0,0.0
2013-04-17 00:00:00,2013-04-18 00:00:00,33.0,21.5,25.5
2013-04-18 00:00:00,2013-04-19 00:00:00,9.7,23.2,37.5
2013-04-19 00:00:00,2013-04-20 00:00:00,0.8,5.3,1.0
2013-04-20 00:00:00,2013-04-21 00:00:00,1.0,0.0,3.0
2013-04-21 00:00:00,2013-04-22 00:00:00,0.0,0.0,0.0
2013-04-22 00:00:00,2013-04-23 00:00:00,0.0,0.0,0.0
2013-04-23 00:00:00,2013-04-24 00:00:00,1.0,8.1,0.0
2013-04-24 00:00:00,2013-04-25 00:00:00,0.0,0.4,0.0
2013-04-25 00:00:00,2013-04-26 00:00:00,11.0,7.0,44.0
2013-04-26 00:00:00,2013-04-27 00:00:00,0.0,3.0,0.0
2013-04-27 00:00:00,2013-04-28 00:00:00,0.0,0.5,15.5
2013-04-28 00:00:00,2013-04-29 00:00:00,7.5,1.3,3.0
2013-04-29 00:00:00,2013-04-30 00:00:00,8.9,1.0,0.5
2013-04-30 00:00:00,2013-05-01 00:00:00,0.1,0.2,1.0
2013-05-01 00:00:00,2013-05-02 00:00:00,0.0,0.0,0.0
2013-05-02 00:00:00,2013-05-03 00:00:00,73.0,78.5,103.5
2013-05-03 00:00:00,2013-05-04 00:00:00,4.6,51.8,0.8
2013-05-04 00:00:00,2013-05-05 00:00:00,0.9,0.7,0.7
2013-05-05 00:00:00,2013-05-06 00:00:00,6.9,7.0,5.5
2013-05-06 00:00:00,2013-05-07 00:00:00,30.6,16.1,2.5
2013-05-07 00:00:00,2013-05-08 00:00:00,0.0,29.9,0.0
2013-05-08 00:00:00,2013-05-09 00:00:00,0.0,0.0,0.0
2013-05-09 00:00:00,2013-05-10 00:00:00,10.5,3.0,0.0
2013-05-10 00:00:00,2013-05-11 00:00:00,1.5,4.8,1.0
2013-05-11 00:00:00,2013-05-12 00:00:00,0.0,0.2,0.0
2013-05-12 00:00:00,2013-05-13 00:00:00,0.0,0.0,0.0
2013-05-13 00:00:00,2013-05-14 00:00:00,0.0,0.0,0.0
2013-05-14 00:00:00,2013-05-15 00:00:00,0.4,0.5,0.4
2013-05-15 00:00:00,2013-05-16 00:00:00,25.2,88.7,11.7
2013-05-16 00:00:00,2013-05-17 00:00:00,1.2,1.2,1.3
2013-05-17 00:00:00,2013-05-18 00:00:00,16.6,57.6,9.1
2013-05-18 00:00:00,2013-05-19 00:00:00,0.5,4.8,0.4
2013-05-19 00:00:00,2013-05-20 00:00:00,43.0,19.0,37.1
2013-05-20 00:00:00,2013-05-21 00:00:00,3.5,8.2,3.5
2013-05-21 00:00:00,2013-05-22 00:00:00,0.5,13.0,6.5
2013-05-22 00:00:00,2013-05-23 00:00:00,0.0,0.0,0.0
2013-05-23 00:00:00,2013-05-24 00:00:00,2.3,0.4,20.4
2013-05-24 00:00:00,2013-05-25 00:00:00,7.7,12.6,12.6
2013-05-25 00:00:00,2013-05-26 00:00:00,0.0,0.0,0.0
2013-05-26 00:00:00,2013-05-27 00:00:00,8.5,1.5,0.0
2013-05-27 00:00:00,2013-05-28 00:00:00,18.3,30.1,57.6
2013-05-28 00:00:00,2013-05-29 00:00:00,0.5,0.4,0.4
2013-05-29 00:00:00,2013-05-30 00:00:00,0.2,0.0,0.0
2013-05-30 00:00:00,2013-05-31 00:00:00,0.5,0.5,0.0
2013-05-31 00:00:00,2013-06-01 00:00:00,19.0,23.0,12.5
2013-06-01 00:00:00,2013-06-02 00:00:00,0.0,5.4,0.0
2013-06-02 00:00:00,2013-06-03 00:00:00,0.0,0.6,0.0
2013-06-03 00:00:00,2013-06-04 00:00:00,0.0,29.5,29.0
2013-06-04 00:00:00,2013-06-05 00:00:00,39.0,21.0,67.5
2013-06-05 00:00:00,2013-06-06 00:00:00,67.0,112.0,68.5
2013-06-06 00:00:00,2013-06-07 00:00:00,0.0,0.0,0.0
2013-06-07 00:00:00,2013-06-08 00:00:00,17.0,26.0,4.0
2013-06-08 00:00:00,2013-06-09 00:00:00,1.0,18.0,0.0
2013-06-09 00:00:00,2013-06-10 00:00:00,0.0,0.0,0.0
2013-06-10 00:00:00,2013-06-11 00:00:00,0.0,0.0,0.0
2013-06-11 00:00:00,2013-06-12 00:00:00,3.0,1.0,1.5
2013-06-12 00:00:00,2013-06-13 00:00:00,0.0,0.0,0.0
2013-06-13 00:00:00,2013-06-14 00:00:00,0.0,0.0,0.0
2013-06-14 00:00:00,2013-06-15 00:00:00,0.0,0.0,0.0
2013-06-15 00:00:00,2013-06-16 00:00:00,0.0,0.0,0.0
2013-06-16 00:00:00,2013-06-17 00:00:00,0.0,0.0,0.0
2013-06-17 00:00:00,2013-06-18 00:00:00,0.0,0.0,0.0
2013-06-18 00:00:00,2013-06-19 00:00:00,0.0,0.0,0.0
2013-06-19 00:00:00,2013-06-20 00:00:00,0.0,0.0,0.0
2013-06-20 00:00:00,2013-06-21 00:00:00,0.0,0.0,0.0
2013-06-21 00:00:00,2013-06-22 00:00:00,0.0,0.0,0.0
2013-06-22 00:00:00,2013-06-23 00:00:00,0.0,0.0,0.0
2013-06-23 00:00:00,2013-06-24 00:00:00,0.0,0.0,0.0
2013-06-24 00:00:00,2013-06-25 00:00:00,0.0,0.0,0.0
2013-06-25 00:00:00,2013-06-26 00:00:00,0.0,6.5,0.0
2013-06-26 00:00:00,2013-06-27 00:00:00,0.0,0.0,0.0
2013-06-27 00:00:00,2013-06-28 00:00:00,11.0,4.0,0.5
2013-06-28 00:00:00,2013-06-29 00:00:00,2.5,20.0,3.5
2013-06-29 00:00:00,2013-06-30 00:00:00,14.0,31.6,52.3
2013-06-30 00:00:00,2013-07-01 00:00:00,29.0,29.9,20.2
2013-07-01 00:00:00,2013-07-02 00:00:00,0.0,0.0,0.0
2013-07-02 00:00:00,2013-07-03 00:00:00,23.0,20.2,64.4
2013-07-03 00:00:00,2013-07-04 00:00:00,33.0,24.0,4.5
2013-07-04 00:00:00,2013-07-05 00:00:00,8.5,4.2,6.1
2013-07-05 00:00:00,2013-07-06 00:00:00,0.0,0.0,0.0
2013-07-06 00:00:00,2013-07-07 00:00:00,1.5,0.5,0.0
2013-07-07 00:00:00,2013-07-08 00:00:00,0.0,0.0,0.0
2013-07-08 00:00:00,2013-07-09 00:00:00,0.0,4.7,0.0
2013-07-09 00:00:00,2013-07-10 00:00:00,0.0,15.8,0.0
2013-07-10 00:00:00,2013-07-11 00:00:00,0.0,0.5,0.5
2013-07-11 00:00:00,2013-07-12 00:00:00,0.0,84.0,75.5
2013-07-12 00:00:00,2013-07-13 00:00:00,0.0,0.0,0.0
2013-07-13 00:00:00,2013-07-14 00:00:00,0.0,3.6,20.7
2013-07-14 00:00:00,2013-07-15 00:00:00,0.0,8.8,10.3
2013-07-15 00:00:00,2013-07-16 00:00:00,0.0,0.1,0.0
2013-07-16 00:00:00,2013-07-17 00:00:00,0.0,9.0,3.5
2013-07-17 00:00:00,2013-07-18 00:00:00,0.0,14.0,19.4
2013-07-18 00:00:00,2013-07-19 00:00:00,0.0,4.0,6.1
2013-07-19 00:00:00,2013-07-20 00:00:00,0.0,0.0,0.0
2013-07-20 00:00:00,2013-07-21 00:00:00,0.0,0.0,0.0
2013-07-21 00:00:00,2013-07-22 00:00:00,0.0,0.0,0.0
2013-07-22 00:00:00,2013-07-23 00:00:00,0.0,0.0,0.0
2013-07-23 00:00:00,2013-07-24 00:00:00,0.0,0.0,0.0
2013-07-24 00:00:00,2013-07-25 00:00:00,0.0,0.0,0.0
2013-07-25 00:00:00,2013-07-26 00:00:00,0.0,3.5,1.5
2013-07-26 00:00:00,2013-07-27 00:00:00,0.0,7.5,0.0
2013-07-27 00:00:00,2013-07-28 00:00:00,0.0,0.0,0.0
2013-07-28 00:00:00,2013-07-29 00:00:00,0.0,0.0,0.0
2013-07-29 00:00:00,2013-07-30 00:00:00,0.0,0.0,0.0
2013-07-30 00:00:00,2013-07-31 00:00:00,0.0,0.0,0.0
2013-07-31 00:00:00,2013-08-01 00:00:00,0.0,0.0,0.0
2013-08-01 00:00:00,2013-08-02 00:00:00,0.0,0.0,0.0
2013-08-02 00:00:00,2013-08-03 00:00:00,0.0,0.0,0.0
2013-08-03 00:00:00,2013-08-04 00:00:00,0.0,0.0,0.0
2013-08-04 00:00:00,2013-08-05 00:00:00,0.0,0.3,0.4
2013-08-05 00:00:00,2013-08-06 00:00:00,0.0,1.7,3.1
2013-08-06 00:00:00,2013-08-07 00:00:00,2.1,7.5,1.3
2013-08-07 00:00:00,2013-08-08 00:00:00,1.9,1.0,1.7
2013-08-08 00:00:00,2013-08-09 00:00:00,1.0,0.5,1.8
2013-08-09 00:00:00,2013-08-10 00:00:00,0.0,0.0,0.2
2013-08-10 00:00:00,2013-08-11 00:00:00,52.2,10.8,12.3
2013-08-11 00:00:00,2013-08-12 00:00:00,6.8,9.7,11.2
2013-08-12 00:00:00,2013-08-13 00:00:00,0.0,0.0,0.0
2013-08-13 00:00:00,2013-08-14 00:00:00,0.0,0.0,0.0
2013-08-14 00:00:00,2013-08-15 00:00:00,4.0,0.0,0.5
2013-08-15 00:00:00,2013-08-16 00:00:00,0.0,3.5,0.0
2013-08-16 00:00:00,2013-08-17 00:00:00,0.4,1.2,0.4
2013-08-17 00:00:00,2013-08-18 00:00:00,1.1,1.2,4.6
2013-08-18 00:00:00,2013-08-19 00:00:00,1.5,11.1,5.5
2013-08-19 00:00:00,2013-08-20 00:00:00,50.5,15.5,45.0
2013-08-20 00:00:00,2013-08-21 00:00:00,0.0,0.0,0.5
2013-08-21 00:00:00,2013-08-22 00:00:00,0.0,0.0,0.0
2013-08-22 00:00:00,2013-08-23 00:00:00,0.0,0.0,0.0
2013-08-23 00:00:00,2013-08-24 00:00:00,0.0,1.0,2.0
2013-08-24 00:00:00,2013-08-25 00:00:00,0.0,0.0,0.0
2013-08-25 00:00:00,2013-08-26 00:00:00,4.0,0.0,2.0
2013-08-26 00:00:00,2013-08-27 00:00:00,12.0,6.0,0.0
2013-08-27 00:00:00,2013-08-28 00:00:00,0.0,0.0,0.0
2013-08-28 00:00:00,2013-08-29 00:00:00,14.5,63.4,0.5
2013-08-29 00:00:00,2013-08-30 00:00:00,0.5,34.1,0.0
2013-08-30 00:00:00,2013-08-31 00:00:00,0.0,10.5,2.0
2013-08-31 00:00:00,2013-09-01 00:00:00,0.3,0.3,0.9
2013-09-01 00:00:00,2013-09-02 00:00:00,2.2,2.2,5.1
2013-09-02 00:00:00,2013-09-03 00:00:00,0.0,0.0,18.0
2013-09-03 00:00:00,2013-09-04 00:00:00,0.0,0.0,NaN
2013-09-04 00:00:00,2013-09-05 00:00:00,7.0,8.5,NaN
2013-09-05 00:00:00,2013-09-06 00:00:00,31.5,14.5,NaN
2013-09-06 00:00:00,2013-09-07 00:00:00,23.6,8.1,NaN
2013-09-07 00:00:00,2013-09-08 00:00:00,9.4,32.9,NaN
2013-09-08 00:00:00,2013-09-09 00:00:00,14.3,12.8,NaN
2013-09-09 00:00:00,2013-09-10 00:00:00,13.2,10.2,NaN
2013-09-10 00:00:00,2013-09-11 00:00:00,0.0,0.0,NaN
2013-09-11 00:00:00,2013-09-12 00:00:00,1.5,3.0,NaN
2013-09-12 00:00:00,2013-09-13 00:00:00,0.0,11.0,NaN
2013-09-13 00:00:00,2013-09-14 00:00:00,1.5,7.0,NaN
2013-09-14 00:00:00,2013-09-15 00:00:00,13.0,10.7,NaN
2013-09-15 00:00:00,2013-09-16 00:00:00,0.0,0.3,NaN
2013-09-16 00:00:00,2013-09-17 00:00:00,0.0,0.0,NaN
2013-09-17 00:00:00,2013-09-18 00:00:00,0.0,19.5,NaN
2013-09-18 00:00:00,2013-09-19 00:00:00,0.0,1.0,NaN
2013-09-19 00:00:00,2013-09-20 00:00:00,0.0,0.0,NaN
2013-09-20 00:00:00,2013-09-21 00:00:00,0.0,0.0,NaN
2013-09-21 00:00:00,2013-09-22 00:00:00,0.0,0.0,NaN
2013-09-22 00:00:00,2013-09-23 00:00:00,0.0,0.0,NaN
2013-09-23 00:00:00,2013-09-24 00:00:00,0.0,0.0,NaN
2013-09-24 00:00:00,2013-09-25 00:00:00,0.0,0.0,NaN
2013-09-25 00:00:00,2013-09-26 00:00:00,0.0,0.0,NaN
2013-09-26 00:00:00,2013-09-27 00:00:00,7.5,0.0,NaN
2013-09-27 00:00:00,2013-09-28 00:00:00,26.0,28.5,NaN
2013-09-28 00:00:00,2013-09-29 00:00:00,14.9,6.1,6.1
2013-09-29 00:00:00,2013-09-30 00:00:00,18.3,5.3,5.3
2013-09-30 00:00:00,2013-10-01 00:00:00,0.2,0.1,0.1
2013-10-01 00:00:00,2013-10-02 00:00:00,41.8,1.9,1.9
2013-10-02 00:00:00,2013-10-03 00:00:00,4.2,2.2,5.1
2013-10-03 00:00:00,2013-10-04 00:00:00,1.0,0.9,0.0
2013-10-04 00:00:00,2013-10-05 00:00:00,27.3,35.9,0.0
2013-10-05 00:00:00,2013-10-06 00:00:00,0.2,0.1,0.0
2013-10-06 00:00:00,2013-10-07 00:00:00,0.0,0.0,0.0
2013-10-07 00:00:00,2013-10-08 00:00:00,0.0,0.0,0.0
2013-10-08 00:00:00,2013-10-09 00:00:00,40.6,1.2,0.0
2013-10-09 00:00:00,2013-10-10 00:00:00,3.4,1.8,0.0
2013-10-10 00:00:00,2013-10-11 00:00:00,24.5,19.0,0.0
2013-10-11 00:00:00,2013-10-12 00:00:00,17.8,25.8,0.0
2013-10-12 00:00:00,2013-10-13 00:00:00,111.9,NaN,0.0
2013-10-13 00:00:00,2013-10-14 00:00:00,52.8,NaN,0.0
2013-10-14 00:00:00,2013-10-15 00:00:00,18.5,NaN,0.0
2013-10-15 00:00:00,2013-10-16 00:00:00,0.0,NaN,0.0
2013-10-16 00:00:00,2013-10-17 00:00:00,0.0,NaN,0.0
2013-10-17 00:00:00,2013-10-18 00:00:00,0.5,NaN,0.0
2013-10-18 00:00:00,2013-10-19 00:00:00,5.1,NaN,0.0
2013-10-19 00:00:00,2013-10-20 00:00:00,5.9,NaN,0.0
2013-10-20 00:00:00,2013-10-21 00:00:00,11.5,NaN,0.0
2013-10-21 00:00:00,2013-10-22 00:00:00,7.3,NaN,0.0
2013-10-22 00:00:00,2013-10-23 00:00:00,0.2,NaN,0.0
2013-10-23 00:00:00,2013-10-24 00:00:00,2.0,NaN,0.0
2013-10-24 00:00:00,2013-10-25 00:00:00,0.0,NaN,0.0
2013-10-25 00:00:00,2013-10-26 00:00:00,0.0,NaN,0.0
2013-10-26 00:00:00,2013-10-27 00:00:00,0.0,NaN,0.0
2013-10-27 00:00:00,2013-10-28 00:00:00,0.0,NaN,0.0
2013-10-28 00:00:00,2013-10-29 00:00:00,1.3,NaN,0.0
2013-10-29 00:00:00,2013-10-30 00:00:00,1.7,NaN,0.0
2013-10-30 00:00:00,2013-10-31 00:00:00,0.5,NaN,0.0
2013-10-31 00:00:00,2013-11-01 00:00:00,0.0,NaN,0.0
2013-11-01 00:00:00,2013-11-02 00:00:00,0.0,NaN,0.0
2013-11-02 00:00:00,2013-11-03 00:00:00,0.0,NaN,0.0
2013-11-03 00:00:00,2013-11-04 00:00:00,14.0,NaN,0.0
2013-11-04 00:00:00,2013-11-05 00:00:00,0.4,NaN,0.0
2013-11-05 00:00:00,2013-11-06 00:00:00,12.0,NaN,0.0
2013-11-06 00:00:00,2013-11-07 00:00:00,3.6,NaN,0.0
2013-11-07 00:00:00,2013-11-08 00:00:00,9.6,NaN,0.0
2013-11-08 00:00:00,2013-11-09 00:00:00,26.4,NaN,0.0
2013-11-09 00:00:00,2013-11-10 00:00:00,0.0,NaN,0.0
2013-11-10 00:00:00,2013-11-11 00:00:00,12.5,NaN,0.0
2013-11-11 00:00:00,2013-11-12 00:00:00,0.0,NaN,0.0
2013-11-12 00:00:00,2013-11-13 00:00:00,0.0,NaN,0.0
2013-11-13 00:00:00,2013-11-14 00:00:00,9.0,NaN,0.0
2013-11-14 00:00:00,2013-11-15 00:00:00,0.0,NaN,0.0
2013-11-15 00:00:00,2013-11-16 00:00:00,0.0,NaN,0.0
2013-11-16 00:00:00,2013-11-17 00:00:00,0.4,NaN,0.0
2013-11-17 00:00:00,2013-11-18 00:00:00,0.1,NaN,0.0
2013-11-18 00:00:00,2013-11-19 00:00:00,11.0,NaN,0.0
