#Bulk Export - Points every 1 day(s),,,,
,,0570061RF,0570051RF,0570021RF
,,LDG. NADA AT PAHANG (3931013),SG. LEMBING PAHANG CONSOLIDATED COMPANY LIMITED MILL AT PAHANG (3930012),LDG. KUALA REMAN AT PAHANG (3931014)
,,Rainfall.Primary,Rainfall.Primary,Rainfall.Primary
Start of Interval (UTC+08:00),End of Interval (UTC+08:00),Total (mm),Total (mm),Total (mm)
2022-01-18 00:00:00,2022-01-19 00:00:00,0.0,0.0,0.0
2022-01-19 00:00:00,2022-01-20 00:00:00,0.0,0.0,0.0
2022-01-20 00:00:00,2022-01-21 00:00:00,0.0,0.5,0.0
2022-01-21 00:00:00,2022-01-22 00:00:00,0.0,0.0,0.0
2022-01-22 00:00:00,2022-01-23 00:00:00,0.0,0.0,0.0
2022-01-23 00:00:00,2022-01-24 00:00:00,0.0,0.0,0.0
2022-01-24 00:00:00,2022-01-25 00:00:00,0.0,0.0,0.0
2022-01-25 00:00:00,2022-01-26 00:00:00,0.0,0.0,0.0
2022-01-26 00:00:00,2022-01-27 00:00:00,0.0,0.0,0.0
2022-01-27 00:00:00,2022-01-28 00:00:00,0.0,0.0,0.0
2022-01-28 00:00:00,2022-01-29 00:00:00,0.0,0.0,0.0
2022-01-29 00:00:00,2022-01-30 00:00:00,0.0,0.0,0.0
2022-01-30 00:00:00,2022-01-31 00:00:00,0.0,0.5,0.0
2022-01-31 00:00:00,2022-02-01 00:00:00,0.0,0.0,0.0
2022-02-01 00:00:00,2022-02-02 00:00:00,0.0,0.0,0.0
2022-02-02 00:00:00,2022-02-03 00:00:00,0.0,0.0,0.0
2022-02-03 00:00:00,2022-02-04 00:00:00,0.0,0.0,0.0
2022-02-04 00:00:00,2022-02-05 00:00:00,4.8,4.5,1.7
2022-02-05 00:00:00,2022-02-06 00:00:00,3.1,5.9,7.4
2022-02-06 00:00:00,2022-02-07 00:00:00,25.9,9.7,19.3
2022-02-07 00:00:00,2022-02-08 00:00:00,27.9,10.7,29.1
2022-02-08 00:00:00,2022-02-09 00:00:00,25.1,35.3,24.4
2022-02-09 00:00:00,2022-02-10 00:00:00,38.6,65.3,29.6
2022-02-10 00:00:00,2022-02-11 00:00:00,30.3,34.6,36.1
2022-02-11 00:00:00,2022-02-12 00:00:00,20.1,18.9,24.4
2022-02-12 00:00:00,2022-02-13 00:00:00,4.7,2.5,1.5
2022-02-13 00:00:00,2022-02-14 00:00:00,2.0,43.5,0.0
2022-02-14 00:00:00,2022-02-15 00:00:00,2.7,7.8,7.3
2022-02-15 00:00:00,2022-02-16 00:00:00,33.8,26.7,69.7
2022-02-16 00:00:00,2022-02-17 00:00:00,0.4,18.8,0.4
2022-02-17 00:00:00,2022-02-18 00:00:00,42.6,34.2,14.6
2022-02-18 00:00:00,2022-02-19 00:00:00,0.0,0.0,0.0
2022-02-19 00:00:00,2022-02-20 00:00:00,0.0,0.0,0.0
2022-02-20 00:00:00,2022-02-21 00:00:00,0.5,41.0,3.0
2022-02-21 00:00:00,2022-02-22 00:00:00,0.0,0.0,0.0
2022-02-22 00:00:00,2022-02-23 00:00:00,1.5,0.5,0.5
2022-02-23 00:00:00,2022-02-24 00:00:00,27.8,13.3,29.7
2022-02-24 00:00:00,2022-02-25 00:00:00,87.1,82.7,105.7
2022-02-25 00:00:00,2022-02-26 00:00:00,25.6,21.9,49.7
2022-02-26 00:00:00,2022-02-27 00:00:00,6.6,8.1,13.8
2022-02-27 00:00:00,2022-02-28 00:00:00,135.8,135.5,151.8
2022-02-28 00:00:00,2022-03-01 00:00:00,4.6,6.4,13.8
2022-03-01 00:00:00,2022-03-02 00:00:00,3.0,40.2,2.5
2022-03-02 00:00:00,2022-03-03 00:00:00,0.5,7.5,0.0
2022-03-03 00:00:00,2022-03-04 00:00:00,0.0,3.0,0.0
2022-03-04 00:00:00,2022-03-05 00:00:00,0.0,0.0,0.0
2022-03-05 00:00:00,2022-03-06 00:00:00,10.5,14.0,11.5
2022-03-06 00:00:00,2022-03-07 00:00:00,3.0,6.0,2.0
2022-03-07 00:00:00,2022-03-08 00:00:00,5.5,0.0,2.5
2022-03-08 00:00:00,2022-03-09 00:00:00,0.0,0.0,0.0
2022-03-09 00:00:00,2022-03-10 00:00:00,0.5,4.0,1.5
2022-03-10 00:00:00,2022-03-11 00:00:00,0.0,0.0,0.0
2022-03-11 00:00:00,2022-03-12 00:00:00,0.0,0.0,0.0
2022-03-12 00:00:00,2022-03-13 00:00:00,0.0,0.0,0.0
2022-03-13 00:00:00,2022-03-14 00:00:00,0.0,0.0,2.5
2022-03-14 00:00:00,2022-03-15 00:00:00,0.0,0.0,0.0
2022-03-15 00:00:00,2022-03-16 00:00:00,1.0,65.0,0.0
2022-03-16 00:00:00,2022-03-17 00:00:00,0.0,0.0,0.0
2022-03-17 00:00:00,2022-03-18 00:00:00,0.5,0.0,0.5
2022-03-18 00:00:00,2022-03-19 00:00:00,19.5,2.5,51.5
2022-03-19 00:00:00,2022-03-20 00:00:00,0.5,0.0,0.0
2022-03-20 00:00:00,2022-03-21 00:00:00,20.5,10.5,46.8
2022-03-21 00:00:00,2022-03-22 00:00:00,0.0,2.0,18.3
2022-03-22 00:00:00,2022-03-23 00:00:00,54.5,78.0,40.9
2022-03-23 00:00:00,2022-03-24 00:00:00,34.0,15.9,5.5
2022-03-24 00:00:00,2022-03-25 00:00:00,3.0,2.6,3.0
2022-03-25 00:00:00,2022-03-26 00:00:00,0.0,19.5,0.0
2022-03-26 00:00:00,2022-03-27 00:00:00,2.7,6.0,0.0
2022-03-27 00:00:00,2022-03-28 00:00:00,7.8,1.5,52.5
2022-03-28 00:00:00,2022-03-29 00:00:00,1.5,9.5,1.5
2022-03-29 00:00:00,2022-03-30 00:00:00,0.0,0.0,0.0
2022-03-30 00:00:00,2022-03-31 00:00:00,6.7,47.2,0.4
2022-03-31 00:00:00,2022-04-01 00:00:00,55.8,43.8,74.1
2022-04-01 00:00:00,2022-04-02 00:00:00,22.0,54.0,11.5
2022-04-02 00:00:00,2022-04-03 00:00:00,0.5,4.0,0.0
2022-04-03 00:00:00,2022-04-04 00:00:00,0.0,8.4,1.5
2022-04-04 00:00:00,2022-04-05 00:00:00,0.4,3.9,0.9
2022-04-05 00:00:00,2022-04-06 00:00:00,63.1,72.8,74.1
2022-04-06 00:00:00,2022-04-07 00:00:00,1.0,0.0,2.0
2022-04-07 00:00:00,2022-04-08 00:00:00,38.5,20.0,0.5
2022-04-08 00:00:00,2022-04-09 00:00:00,20.5,14.5,2.3
2022-04-09 00:00:00,2022-04-10 00:00:00,21.6,97.6,7.6
2022-04-10 00:00:00,2022-04-11 00:00:00,0.8,0.9,1.1
2022-04-11 00:00:00,2022-04-12 00:00:00,3.6,38.1,4.1
2022-04-12 00:00:00,2022-04-13 00:00:00,1.0,0.0,15.0
2022-04-13 00:00:00,2022-04-14 00:00:00,9.5,3.0,16.0
2022-04-14 00:00:00,2022-04-15 00:00:00,23.0,0.5,10.0
2022-04-15 00:00:00,2022-04-16 00:00:00,3.0,19.0,0.0
2022-04-16 00:00:00,2022-04-17 00:00:00,13.0,0.0,0.5
2022-04-17 00:00:00,2022-04-18 00:00:00,0.0,0.0,0.0
2022-04-18 00:00:00,2022-04-19 00:00:00,0.0,0.0,1.5
2022-04-19 00:00:00,2022-04-20 00:00:00,0.0,0.5,2.5
2022-04-20 00:00:00,2022-04-21 00:00:00,0.0,0.0,4.0
2022-04-21 00:00:00,2022-04-22 00:00:00,0.0,0.0,0.0
2022-04-22 00:00:00,2022-04-23 00:00:00,0.5,5.0,0.0
2022-04-23 00:00:00,2022-04-24 00:00:00,0.0,2.0,3.0
2022-04-24 00:00:00,2022-04-25 00:00:00,11.5,0.5,17.5
2022-04-25 00:00:00,2022-04-26 00:00:00,3.0,0.0,4.5
2022-04-26 00:00:00,2022-04-27 00:00:00,0.0,2.5,0.0
2022-04-27 00:00:00,2022-04-28 00:00:00,0.0,9.5,0.0
2022-04-28 00:00:00,2022-04-29 00:00:00,0.0,0.0,0.0
2022-04-29 00:00:00,2022-04-30 00:00:00,3.5,0.0,0.0
2022-04-30 00:00:00,2022-05-01 00:00:00,15.3,1.8,46.8
2022-05-01 00:00:00,2022-05-02 00:00:00,45.7,28.7,46.2
2022-05-02 00:00:00,2022-05-03 00:00:00,0.0,0.0,0.3
2022-05-03 00:00:00,2022-05-04 00:00:00,0.0,0.0,0.2
2022-05-04 00:00:00,2022-05-05 00:00:00,0.0,5.5,0.0
2022-05-05 00:00:00,2022-05-06 00:00:00,17.0,18.0,5.5
2022-05-06 00:00:00,2022-05-07 00:00:00,0.0,0.3,0.8
2022-05-07 00:00:00,2022-05-08 00:00:00,1.5,2.7,1.7
2022-05-08 00:00:00,2022-05-09 00:00:00,11.5,15.5,18.5
2022-05-09 00:00:00,2022-05-10 00:00:00,10.4,5.5,13.0
2022-05-10 00:00:00,2022-05-11 00:00:00,0.6,6.0,0.5
2022-05-11 00:00:00,2022-05-12 00:00:00,NaN,52.5,79.5
2022-05-12 00:00:00,2022-05-13 00:00:00,NaN,55.5,25.3
2022-05-13 00:00:00,2022-05-14 00:00:00,NaN,0.5,0.2
2022-05-14 00:00:00,2022-05-15 00:00:00,NaN,1.0,9.0
2022-05-15 00:00:00,2022-05-16 00:00:00,NaN,0.0,10.5
2022-05-16 00:00:00,2022-05-17 00:00:00,NaN,5.5,16.5
2022-05-17 00:00:00,2022-05-18 00:00:00,NaN,0.0,0.0
2022-05-18 00:00:00,2022-05-19 00:00:00,NaN,3.7,1.0
2022-05-19 00:00:00,2022-05-20 00:00:00,NaN,0.3,0.0
2022-05-20 00:00:00,2022-05-21 00:00:00,NaN,4.5,0.0
2022-05-21 00:00:00,2022-05-22 00:00:00,NaN,0.0,0.0
2022-05-22 00:00:00,2022-05-23 00:00:00,NaN,0.5,0.0
2022-05-23 00:00:00,2022-05-24 00:00:00,NaN,27.5,6.4
2022-05-24 00:00:00,2022-05-25 00:00:00,NaN,5.6,2.1
2022-05-25 00:00:00,2022-05-26 00:00:00,NaN,10.9,0.5
2022-05-26 00:00:00,2022-05-27 00:00:00,NaN,0.0,0.0
2022-05-27 00:00:00,2022-05-28 00:00:00,NaN,0.0,0.0
2022-05-28 00:00:00,2022-05-29 00:00:00,NaN,0.0,0.0
2022-05-29 00:00:00,2022-05-30 00:00:00,NaN,0.0,0.0
2022-05-30 00:00:00,2022-05-31 00:00:00,NaN,0.0,8.5
2022-05-31 00:00:00,2022-06-01 00:00:00,NaN,0.4,0.4
2022-06-01 00:00:00,2022-06-02 00:00:00,NaN,4.6,2.1
2022-06-02 00:00:00,2022-06-03 00:00:00,NaN,1.7,8.0
2022-06-03 00:00:00,2022-06-04 00:00:00,NaN,9.8,0.0
2022-06-04 00:00:00,2022-06-05 00:00:00,NaN,0.0,0.0
2022-06-05 00:00:00,2022-06-06 00:00:00,NaN,0.0,0.0
2022-06-06 00:00:00,2022-06-07 00:00:00,NaN,NaN,4.5
2022-06-07 00:00:00,2022-06-08 00:00:00,12.0,NaN,0.0
2022-06-08 00:00:00,2022-06-09 00:00:00,0.0,NaN,0.0
2022-06-09 00:00:00,2022-06-10 00:00:00,0.0,NaN,0.0
2022-06-10 00:00:00,2022-06-11 00:00:00,0.0,NaN,0.0
2022-06-11 00:00:00,2022-06-12 00:00:00,11.0,NaN,34.7
2022-06-12 00:00:00,2022-06-13 00:00:00,0.5,NaN,34.3
2022-06-13 00:00:00,2022-06-14 00:00:00,2.5,NaN,8.5
2022-06-14 00:00:00,2022-06-15 00:00:00,0.9,NaN,0.3
2022-06-15 00:00:00,2022-06-16 00:00:00,12.1,NaN,1.2
2022-06-16 00:00:00,2022-06-17 00:00:00,0.0,NaN,0.0
2022-06-17 00:00:00,2022-06-18 00:00:00,0.5,NaN,0.5
2022-06-18 00:00:00,2022-06-19 00:00:00,0.0,NaN,0.0
2022-06-19 00:00:00,2022-06-20 00:00:00,3.4,NaN,0.4
2022-06-20 00:00:00,2022-06-21 00:00:00,66.6,NaN,37.1
2022-06-21 00:00:00,2022-06-22 00:00:00,0.0,NaN,0.0
2022-06-22 00:00:00,2022-06-23 00:00:00,0.0,NaN,0.0
2022-06-23 00:00:00,2022-06-24 00:00:00,0.4,NaN,0.0
2022-06-24 00:00:00,2022-06-25 00:00:00,0.1,NaN,0.5
2022-06-25 00:00:00,2022-06-26 00:00:00,0.5,NaN,0.0
2022-06-26 00:00:00,2022-06-27 00:00:00,0.0,NaN,0.0
2022-06-27 00:00:00,2022-06-28 00:00:00,0.4,NaN,0.0
2022-06-28 00:00:00,2022-06-29 00:00:00,5.6,NaN,27.5
2022-06-29 00:00:00,2022-06-30 00:00:00,1.5,NaN,15.1
2022-06-30 00:00:00,2022-07-01 00:00:00,0.0,NaN,0.4
2022-07-01 00:00:00,2022-07-02 00:00:00,0.0,NaN,0.0
2022-07-02 00:00:00,2022-07-03 00:00:00,0.0,NaN,0.0
2022-07-03 00:00:00,2022-07-04 00:00:00,0.0,NaN,0.0
2022-07-04 00:00:00,2022-07-05 00:00:00,0.4,NaN,0.4
2022-07-05 00:00:00,2022-07-06 00:00:00,6.6,NaN,14.1
2022-07-06 00:00:00,2022-07-07 00:00:00,16.5,0.0,4.0
2022-07-07 00:00:00,2022-07-08 00:00:00,0.0,0.0,0.5
2022-07-08 00:00:00,2022-07-09 00:00:00,0.0,0.0,0.0
2022-07-09 00:00:00,2022-07-10 00:00:00,8.8,0.0,2.0
2022-07-10 00:00:00,2022-07-11 00:00:00,0.2,0.0,0.0
2022-07-11 00:00:00,2022-07-12 00:00:00,15.3,20.0,12.0
2022-07-12 00:00:00,2022-07-13 00:00:00,3.7,1.5,5.0
2022-07-13 00:00:00,2022-07-14 00:00:00,0.0,0.0,0.0
2022-07-14 00:00:00,2022-07-15 00:00:00,7.5,1.5,4.5
2022-07-15 00:00:00,2022-07-16 00:00:00,0.0,0.0,0.0
2022-07-16 00:00:00,2022-07-17 00:00:00,0.0,0.0,1.0
2022-07-17 00:00:00,2022-07-18 00:00:00,0.0,0.0,0.0
2022-07-18 00:00:00,2022-07-19 00:00:00,0.5,0.0,0.4
2022-07-19 00:00:00,2022-07-20 00:00:00,10.8,33.8,46.9
2022-07-20 00:00:00,2022-07-21 00:00:00,13.7,3.2,18.2
2022-07-21 00:00:00,2022-07-22 00:00:00,0.0,0.0,0.0
2022-07-22 00:00:00,2022-07-23 00:00:00,0.0,0.0,0.0
2022-07-23 00:00:00,2022-07-24 00:00:00,0.5,0.0,0.5
2022-07-24 00:00:00,2022-07-25 00:00:00,4.5,2.5,5.5
2022-07-25 00:00:00,2022-07-26 00:00:00,0.0,8.0,1.8
2022-07-26 00:00:00,2022-07-27 00:00:00,0.0,0.0,0.2
2022-07-27 00:00:00,2022-07-28 00:00:00,3.5,30.4,1.5
2022-07-28 00:00:00,2022-07-29 00:00:00,4.3,7.6,28.5
2022-07-29 00:00:00,2022-07-30 00:00:00,0.2,0.0,0.0
2022-07-30 00:00:00,2022-07-31 00:00:00,15.4,22.9,2.2
2022-07-31 00:00:00,2022-08-01 00:00:00,7.1,4.6,16.3
2022-08-01 00:00:00,2022-08-02 00:00:00,15.5,1.0,28.0
2022-08-02 00:00:00,2022-08-03 00:00:00,37.5,97.5,19.0
2022-08-03 00:00:00,2022-08-04 00:00:00,54.9,72.1,40.7
2022-08-04 00:00:00,2022-08-05 00:00:00,1.6,1.7,2.3
2022-08-05 00:00:00,2022-08-06 00:00:00,41.9,63.1,21.1
2022-08-06 00:00:00,2022-08-07 00:00:00,1.1,5.0,0.4
2022-08-07 00:00:00,2022-08-08 00:00:00,0.0,0.0,0.0
2022-08-08 00:00:00,2022-08-09 00:00:00,8.0,0.0,0.5
2022-08-09 00:00:00,2022-08-10 00:00:00,0.4,0.5,0.4
2022-08-10 00:00:00,2022-08-11 00:00:00,11.1,2.0,0.6
2022-08-11 00:00:00,2022-08-12 00:00:00,0.0,0.0,0.0
2022-08-12 00:00:00,2022-08-13 00:00:00,1.5,0.0,0.0
2022-08-13 00:00:00,2022-08-14 00:00:00,0.0,0.0,0.0
2022-08-14 00:00:00,2022-08-15 00:00:00,3.5,20.5,17.0
2022-08-15 00:00:00,2022-08-16 00:00:00,0.0,0.0,0.0
2022-08-16 00:00:00,2022-08-17 00:00:00,0.0,0.0,0.0
2022-08-17 00:00:00,2022-08-18 00:00:00,29.5,7.5,25.5
2022-08-18 00:00:00,2022-08-19 00:00:00,0.5,0.0,0.0
2022-08-19 00:00:00,2022-08-20 00:00:00,0.4,1.8,0.4
2022-08-20 00:00:00,2022-08-21 00:00:00,94.4,20.7,35.1
2022-08-21 00:00:00,2022-08-22 00:00:00,10.6,6.5,23.2
2022-08-22 00:00:00,2022-08-23 00:00:00,0.1,24.0,0.3
2022-08-23 00:00:00,2022-08-24 00:00:00,0.0,1.0,0.0
2022-08-24 00:00:00,2022-08-25 00:00:00,2.0,14.0,5.0
2022-08-25 00:00:00,2022-08-26 00:00:00,3.5,27.0,2.5
2022-08-26 00:00:00,2022-08-27 00:00:00,2.3,2.0,2.0
2022-08-27 00:00:00,2022-08-28 00:00:00,0.2,6.0,0.0
2022-08-28 00:00:00,2022-08-29 00:00:00,9.0,43.5,5.0
2022-08-29 00:00:00,2022-08-30 00:00:00,0.5,5.7,0.4
2022-08-30 00:00:00,2022-08-31 00:00:00,39.8,24.8,6.6
2022-08-31 00:00:00,2022-09-01 00:00:00,2.8,2.0,4.5
2022-09-01 00:00:00,2022-09-02 00:00:00,0.5,4.9,1.7
2022-09-02 00:00:00,2022-09-03 00:00:00,27.0,20.1,24.3
2022-09-03 00:00:00,2022-09-04 00:00:00,0.0,0.0,0.0
2022-09-04 00:00:00,2022-09-05 00:00:00,0.0,0.0,0.0
2022-09-05 00:00:00,2022-09-06 00:00:00,0.0,0.0,0.0
2022-09-06 00:00:00,2022-09-07 00:00:00,4.2,8.0,11.3
2022-09-07 00:00:00,2022-09-08 00:00:00,0.8,0.0,0.2
2022-09-08 00:00:00,2022-09-09 00:00:00,0.0,0.0,0.0
2022-09-09 00:00:00,2022-09-10 00:00:00,0.0,0.0,0.0
2022-09-10 00:00:00,2022-09-11 00:00:00,0.4,0.0,0.4
2022-09-11 00:00:00,2022-09-12 00:00:00,13.3,3.0,64.1
2022-09-12 00:00:00,2022-09-13 00:00:00,0.3,0.0,0.0
2022-09-13 00:00:00,2022-09-14 00:00:00,99.0,9.0,14.8
2022-09-14 00:00:00,2022-09-15 00:00:00,0.0,0.0,0.2
2022-09-15 00:00:00,2022-09-16 00:00:00,2.5,6.0,11.5
2022-09-16 00:00:00,2022-09-17 00:00:00,1.5,0.0,1.3
2022-09-17 00:00:00,2022-09-18 00:00:00,0.0,6.0,4.2
2022-09-18 00:00:00,2022-09-19 00:00:00,1.0,12.0,6.5
2022-09-19 00:00:00,2022-09-20 00:00:00,9.9,25.9,10.2
2022-09-20 00:00:00,2022-09-21 00:00:00,24.4,15.6,35.9
2022-09-21 00:00:00,2022-09-22 00:00:00,13.2,24.5,10.5
2022-09-22 00:00:00,2022-09-23 00:00:00,0.0,0.5,2.0
2022-09-23 00:00:00,2022-09-24 00:00:00,37.2,31.5,21.0
2022-09-24 00:00:00,2022-09-25 00:00:00,0.3,0.0,0.0
2022-09-25 00:00:00,2022-09-26 00:00:00,0.0,0.0,0.0
2022-09-26 00:00:00,2022-09-27 00:00:00,0.0,0.0,0.0
2022-09-27 00:00:00,2022-09-28 00:00:00,0.0,0.0,0.0
2022-09-28 00:00:00,2022-09-29 00:00:00,4.8,9.5,1.0
2022-09-29 00:00:00,2022-09-30 00:00:00,0.2,0.0,6.0
2022-09-30 00:00:00,2022-10-01 00:00:00,0.4,0.4,0.4
2022-10-01 00:00:00,2022-10-02 00:00:00,31.1,15.4,21.4
2022-10-02 00:00:00,2022-10-03 00:00:00,0.5,1.2,1.1
2022-10-03 00:00:00,2022-10-04 00:00:00,2.5,0.5,1.9
2022-10-04 00:00:00,2022-10-05 00:00:00,3.0,22.7,0.1
2022-10-05 00:00:00,2022-10-06 00:00:00,5.0,2.3,0.0
2022-10-06 00:00:00,2022-10-07 00:00:00,50.0,5.6,32.0
2022-10-07 00:00:00,2022-10-08 00:00:00,32.5,28.9,40.3
2022-10-08 00:00:00,2022-10-09 00:00:00,8.8,3.4,10.8
2022-10-09 00:00:00,2022-10-10 00:00:00,10.7,10.0,10.9
2022-10-10 00:00:00,2022-10-11 00:00:00,1.0,0.0,0.0
2022-10-11 00:00:00,2022-10-12 00:00:00,1.9,5.9,0.5
2022-10-12 00:00:00,2022-10-13 00:00:00,31.4,34.9,29.4
2022-10-13 00:00:00,2022-10-14 00:00:00,38.2,31.2,55.3
2022-10-14 00:00:00,2022-10-15 00:00:00,7.5,7.0,8.4
2022-10-15 00:00:00,2022-10-16 00:00:00,0.5,1.9,0.9
2022-10-16 00:00:00,2022-10-17 00:00:00,2.5,10.6,3.6
2022-10-17 00:00:00,2022-10-18 00:00:00,29.7,42.8,25.9
2022-10-18 00:00:00,2022-10-19 00:00:00,0.8,0.8,1.6
2022-10-19 00:00:00,2022-10-20 00:00:00,50.2,39.1,30.2
2022-10-20 00:00:00,2022-10-21 00:00:00,10.2,10.3,10.2
2022-10-21 00:00:00,2022-10-22 00:00:00,42.0,22.0,5.1
2022-10-22 00:00:00,2022-10-23 00:00:00,3.1,20.1,1.5
2022-10-23 00:00:00,2022-10-24 00:00:00,0.5,0.5,0.5
2022-10-24 00:00:00,2022-10-25 00:00:00,4.3,0.0,0.4
2022-10-25 00:00:00,2022-10-26 00:00:00,17.2,27.5,19.1
2022-10-26 00:00:00,2022-10-27 00:00:00,0.0,0.0,0.0
2022-10-27 00:00:00,2022-10-28 00:00:00,34.3,32.6,74.2
2022-10-28 00:00:00,2022-10-29 00:00:00,10.7,23.8,16.3
2022-10-29 00:00:00,2022-10-30 00:00:00,54.5,42.1,41.5
2022-10-30 00:00:00,2022-10-31 00:00:00,19.9,19.2,52.8
2022-10-31 00:00:00,2022-11-01 00:00:00,16.3,23.5,17.7
2022-11-01 00:00:00,2022-11-02 00:00:00,19.8,28.3,13.2
2022-11-02 00:00:00,2022-11-03 00:00:00,14.5,2.6,9.8
2022-11-03 00:00:00,2022-11-04 00:00:00,7.3,2.4,8.8
2022-11-04 00:00:00,2022-11-05 00:00:00,37.7,34.1,25.7
2022-11-05 00:00:00,2022-11-06 00:00:00,7.0,6.1,8.5
2022-11-06 00:00:00,2022-11-07 00:00:00,5.0,2.0,6.5
2022-11-07 00:00:00,2022-11-08 00:00:00,14.0,28.0,0.0
2022-11-08 00:00:00,2022-11-09 00:00:00,11.0,5.5,7.5
2022-11-09 00:00:00,2022-11-10 00:00:00,0.4,0.4,0.4
2022-11-10 00:00:00,2022-11-11 00:00:00,50.3,52.5,57.8
2022-11-11 00:00:00,2022-11-12 00:00:00,13.1,15.0,10.6
2022-11-12 00:00:00,2022-11-13 00:00:00,6.1,5.1,7.1
2022-11-13 00:00:00,2022-11-14 00:00:00,0.3,0.3,0.3
2022-11-14 00:00:00,2022-11-15 00:00:00,6.2,5.7,5.0
2022-11-15 00:00:00,2022-11-16 00:00:00,56.0,48.5,43.9
2022-11-16 00:00:00,2022-11-17 00:00:00,3.0,15.5,2.3
2022-11-17 00:00:00,2022-11-18 00:00:00,0.5,0.5,1.8
2022-11-18 00:00:00,2022-11-19 00:00:00,28.5,28.0,25.7
2022-11-19 00:00:00,2022-11-20 00:00:00,10.7,10.5,7.5
2022-11-20 00:00:00,2022-11-21 00:00:00,2.3,0.0,0.5
2022-11-21 00:00:00,2022-11-22 00:00:00,0.0,0.0,0.0
2022-11-22 00:00:00,2022-11-23 00:00:00,0.0,0.0,0.0
2022-11-23 00:00:00,2022-11-24 00:00:00,0.5,0.0,0.0
2022-11-24 00:00:00,2022-11-25 00:00:00,0.4,0.5,0.4
2022-11-25 00:00:00,2022-11-26 00:00:00,0.6,3.5,0.1
2022-11-26 00:00:00,2022-11-27 00:00:00,13.0,1.0,43.0
2022-11-27 00:00:00,2022-11-28 00:00:00,22.5,8.0,5.5
2022-11-28 00:00:00,2022-11-29 00:00:00,0.0,15.0,0.0
2022-11-29 00:00:00,2022-11-30 00:00:00,0.5,1.0,0.4
2022-11-30 00:00:00,2022-12-01 00:00:00,7.9,7.4,8.0
2022-12-01 00:00:00,2022-12-02 00:00:00,2.0,9.1,6.6
2022-12-02 00:00:00,2022-12-03 00:00:00,0.7,0.0,0.4
2022-12-03 00:00:00,2022-12-04 00:00:00,14.0,35.0,15.1
2022-12-04 00:00:00,2022-12-05 00:00:00,7.5,0.0,0.0
2022-12-05 00:00:00,2022-12-06 00:00:00,2.8,4.5,17.0
2022-12-06 00:00:00,2022-12-07 00:00:00,0.2,7.0,0.0
2022-12-07 00:00:00,2022-12-08 00:00:00,2.0,1.0,0.4
2022-12-08 00:00:00,2022-12-09 00:00:00,74.2,65.6,53.6
2022-12-09 00:00:00,2022-12-10 00:00:00,14.3,13.4,14.9
2022-12-10 00:00:00,2022-12-11 00:00:00,36.7,40.2,43.3
2022-12-11 00:00:00,2022-12-12 00:00:00,39.6,30.1,54.2
2022-12-12 00:00:00,2022-12-13 00:00:00,7.7,3.4,11.7
2022-12-13 00:00:00,2022-12-14 00:00:00,54.5,56.0,67.8
2022-12-14 00:00:00,2022-12-15 00:00:00,39.4,30.8,33.1
2022-12-15 00:00:00,2022-12-16 00:00:00,2.3,2.0,1.8
2022-12-16 00:00:00,2022-12-17 00:00:00,3.8,5.3,18.5
2022-12-17 00:00:00,2022-12-18 00:00:00,4.2,4.6,4.5
2022-12-18 00:00:00,2022-12-19 00:00:00,88.9,56.0,146.9
2022-12-19 00:00:00,2022-12-20 00:00:00,68.2,44.6,61.7
2022-12-20 00:00:00,2022-12-21 00:00:00,37.1,50.2,38.0
2022-12-21 00:00:00,2022-12-22 00:00:00,109.9,56.6,97.5
2022-12-22 00:00:00,2022-12-23 00:00:00,22.0,23.2,11.4
2022-12-23 00:00:00,2022-12-24 00:00:00,0.5,0.0,0.0
2022-12-24 00:00:00,2022-12-25 00:00:00,0.0,0.0,0.0
2022-12-25 00:00:00,2022-12-26 00:00:00,0.0,0.0,0.0
2022-12-26 00:00:00,2022-12-27 00:00:00,0.0,0.0,0.0
2022-12-27 00:00:00,2022-12-28 00:00:00,0.0,0.0,0.0
2022-12-28 00:00:00,2022-12-29 00:00:00,0.0,0.0,0.0
2022-12-29 00:00:00,2022-12-30 00:00:00,0.0,0.0,0.0
2022-12-30 00:00:00,2022-12-31 00:00:00,0.0,0.0,0.0
2022-12-31 00:00:00,2023-01-01 00:00:00,0.0,0.0,0.0
2023-01-01 00:00:00,2023-01-02 00:00:00,0.0,0.0,0.0
2023-01-02 00:00:00,2023-01-03 00:00:00,0.0,0.3,0.2
2023-01-03 00:00:00,2023-01-04 00:00:00,8.9,13.1,0.3
2023-01-04 00:00:00,2023-01-05 00:00:00,13.1,23.7,11.8
2023-01-05 00:00:00,2023-01-06 00:00:00,0.5,0.0,0.3
2023-01-06 00:00:00,2023-01-07 00:00:00,0.0,1.5,1.5
2023-01-07 00:00:00,2023-01-08 00:00:00,2.5,4.5,2.0
2023-01-08 00:00:00,2023-01-09 00:00:00,9.5,2.5,21.5
2023-01-09 00:00:00,2023-01-10 00:00:00,27.5,25.0,6.0
2023-01-10 00:00:00,2023-01-11 00:00:00,6.7,2.7,3.0
2023-01-11 00:00:00,2023-01-12 00:00:00,23.6,38.3,17.5
2023-01-12 00:00:00,2023-01-13 00:00:00,20.1,29.0,31.6
2023-01-13 00:00:00,2023-01-14 00:00:00,0.0,0.0,0.4
2023-01-14 00:00:00,2023-01-15 00:00:00,1.5,6.0,2.5
